Parcel,label,exo,est,se,z,pvalue,ci.lower,ci.upper,cfi,rmsea,label_Yeo_7,label_Yeo7_short
85,σAGD^2,0,0.43,0.101,4.267,0,0.232,0.627,1,0,7Networks_LH_DorsAttn_Post_17,DorsAttn
85,σEinter^2,0,0.425,0.126,3.361,0.001,0.177,0.673,1,0,7Networks_LH_DorsAttn_Post_17,DorsAttn
85,σEmi^2,0,0.568,0.081,7.015,0,0.409,0.726,1,0,7Networks_LH_DorsAttn_Post_17,DorsAttn
85,σEGD^2,0,0.565,0.081,6.935,0,0.405,0.724,1,0,7Networks_LH_DorsAttn_Post_17,DorsAttn
85,σA_mig1,0,0.109,0.086,1.274,0.203,-0.059,0.278,1,0,7Networks_LH_DorsAttn_Post_17,DorsAttn
85,σA_gdg1,0,-0.005,0.087,-0.063,0.95,-0.176,0.165,1,0,7Networks_LH_DorsAttn_Post_17,DorsAttn
85,σA_migd,0,0.038,0.071,0.535,0.593,-0.101,0.177,1,0,7Networks_LH_DorsAttn_Post_17,DorsAttn
85,σE_mig1,0,-0.08,0.073,-1.093,0.274,-0.224,0.064,1,0,7Networks_LH_DorsAttn_Post_17,DorsAttn
85,σE_gdg1,0,-0.121,0.074,-1.641,0.101,-0.267,0.024,1,0,7Networks_LH_DorsAttn_Post_17,DorsAttn
85,σE_migd,0,0.014,0.058,0.242,0.809,-0.099,0.127,1,0,7Networks_LH_DorsAttn_Post_17,DorsAttn
86,mean_FCG11,0,0.003,0.059,0.045,0.964,-0.112,0.118,1,0,7Networks_LH_DorsAttn_FEF_1,DorsAttn
86,mean_FCG12,0,0.003,0.059,0.045,0.964,-0.112,0.117,1,0,7Networks_LH_DorsAttn_FEF_1,DorsAttn
86,mean_T1w/T2wmi,0,0.013,0.061,0.217,0.828,-0.106,0.132,1,0,7Networks_LH_DorsAttn_FEF_1,DorsAttn
86,GD,0,0,0.059,0.004,0.997,-0.116,0.117,1,0,7Networks_LH_DorsAttn_FEF_1,DorsAttn
86,λ,0,0.838,0.04,20.695,0,0.758,0.917,1,0,7Networks_LH_DorsAttn_FEF_1,DorsAttn
86,σ1intra^2,0,0.293,0.034,8.672,0,0.227,0.36,1,0,7Networks_LH_DorsAttn_FEF_1,DorsAttn
86,σ2intra^2,0,0.288,0.034,8.576,0,0.222,0.353,1,0,7Networks_LH_DorsAttn_FEF_1,DorsAttn
86,σAinter^2,0,0.414,0.109,3.81,0,0.201,0.626,1,0,7Networks_LH_DorsAttn_FEF_1,DorsAttn
86,σAmi^2,0,0.43,0.097,4.412,0,0.239,0.621,1,0,7Networks_LH_DorsAttn_FEF_1,DorsAttn
86,σAGD^2,0,0.332,0.099,3.348,0.001,0.138,0.526,1,0,7Networks_LH_DorsAttn_FEF_1,DorsAttn
86,σEinter^2,0,0.586,0.109,5.402,0,0.374,0.799,1,0,7Networks_LH_DorsAttn_FEF_1,DorsAttn
86,σEmi^2,0,0.563,0.079,7.121,0,0.408,0.718,1,0,7Networks_LH_DorsAttn_FEF_1,DorsAttn
86,σEGD^2,0,0.662,0.091,7.261,0,0.483,0.841,1,0,7Networks_LH_DorsAttn_FEF_1,DorsAttn
86,σA_mig1,0,-0.045,0.078,-0.575,0.566,-0.198,0.108,1,0,7Networks_LH_DorsAttn_FEF_1,DorsAttn
86,σA_gdg1,0,-0.288,0.091,-3.156,0.002,-0.466,-0.109,1,0,7Networks_LH_DorsAttn_FEF_1,DorsAttn
86,σA_migd,0,0.063,0.07,0.894,0.371,-0.075,0.201,1,0,7Networks_LH_DorsAttn_FEF_1,DorsAttn
86,σE_mig1,0,-0.157,0.067,-2.328,0.02,-0.289,-0.025,1,0,7Networks_LH_DorsAttn_FEF_1,DorsAttn
86,σE_gdg1,0,-0.495,0.084,-5.865,0,-0.66,-0.329,1,0,7Networks_LH_DorsAttn_FEF_1,DorsAttn
86,σE_migd,0,0.11,0.061,1.81,0.07,-0.009,0.23,1,0,7Networks_LH_DorsAttn_FEF_1,DorsAttn
87,mean_FCG11,0,0.003,0.058,0.057,0.955,-0.11,0.117,1,0,7Networks_LH_DorsAttn_FEF_2,DorsAttn
87,mean_FCG12,0,0.003,0.058,0.056,0.955,-0.111,0.118,1,0,7Networks_LH_DorsAttn_FEF_2,DorsAttn
87,mean_T1w/T2wmi,0,0.011,0.06,0.177,0.86,-0.107,0.129,1,0,7Networks_LH_DorsAttn_FEF_2,DorsAttn
87,GD,0,-0.006,0.058,-0.105,0.917,-0.12,0.108,1,0,7Networks_LH_DorsAttn_FEF_2,DorsAttn
87,λ,0,0.747,0.042,17.704,0,0.664,0.83,1,0,7Networks_LH_DorsAttn_FEF_2,DorsAttn
87,σ1intra^2,0,0.423,0.053,8.049,0,0.32,0.526,1,0,7Networks_LH_DorsAttn_FEF_2,DorsAttn
87,σ2intra^2,0,0.437,0.053,8.219,0,0.333,0.542,1,0,7Networks_LH_DorsAttn_FEF_2,DorsAttn
87,σAinter^2,0,0.491,0.117,4.212,0,0.262,0.719,1,0,7Networks_LH_DorsAttn_FEF_2,DorsAttn
87,σAmi^2,0,0.396,0.098,4.041,0,0.204,0.589,1,0,7Networks_LH_DorsAttn_FEF_2,DorsAttn
87,σAGD^2,0,0.247,0.094,2.618,0.009,0.062,0.432,1,0,7Networks_LH_DorsAttn_FEF_2,DorsAttn
87,σEinter^2,0,0.509,0.117,4.369,0,0.281,0.738,1,0,7Networks_LH_DorsAttn_FEF_2,DorsAttn
87,σEmi^2,0,0.595,0.083,7.159,0,0.432,0.758,1,0,7Networks_LH_DorsAttn_FEF_2,DorsAttn
87,σEGD^2,0,0.742,0.097,7.668,0,0.552,0.932,1,0,7Networks_LH_DorsAttn_FEF_2,DorsAttn
87,σA_mig1,0,-0.011,0.081,-0.141,0.888,-0.17,0.147,1,0,7Networks_LH_DorsAttn_FEF_2,DorsAttn
87,σA_gdg1,0,-0.23,0.08,-2.879,0.004,-0.386,-0.073,1,0,7Networks_LH_DorsAttn_FEF_2,DorsAttn
87,σA_migd,0,-0.025,0.068,-0.371,0.711,-0.159,0.108,1,0,7Networks_LH_DorsAttn_FEF_2,DorsAttn
87,σE_mig1,0,-0.03,0.071,-0.418,0.676,-0.168,0.109,1,0,7Networks_LH_DorsAttn_FEF_2,DorsAttn
87,σE_gdg1,0,-0.104,0.077,-1.351,0.177,-0.256,0.047,1,0,7Networks_LH_DorsAttn_FEF_2,DorsAttn
87,σE_migd,0,-0.007,0.064,-0.108,0.914,-0.131,0.118,1,0,7Networks_LH_DorsAttn_FEF_2,DorsAttn
88,mean_FCG11,0,0.002,0.059,0.041,0.968,-0.112,0.117,1,0,7Networks_LH_DorsAttn_FEF_3,DorsAttn
88,mean_FCG12,0,0.002,0.059,0.04,0.968,-0.114,0.119,1,0,7Networks_LH_DorsAttn_FEF_3,DorsAttn
88,mean_T1w/T2wmi,0,0.013,0.06,0.211,0.833,-0.105,0.131,1,0,7Networks_LH_DorsAttn_FEF_3,DorsAttn
88,GD,0,-0.001,0.058,-0.024,0.981,-0.115,0.112,1,0,7Networks_LH_DorsAttn_FEF_3,DorsAttn
88,λ,0,0.819,0.041,19.938,0,0.738,0.899,1,0,7Networks_LH_DorsAttn_FEF_3,DorsAttn
88,σ1intra^2,0,0.304,0.037,8.283,0,0.232,0.376,1,0,7Networks_LH_DorsAttn_FEF_3,DorsAttn
88,σ2intra^2,0,0.338,0.038,8.808,0,0.263,0.413,1,0,7Networks_LH_DorsAttn_FEF_3,DorsAttn
88,σAinter^2,0,0.477,0.104,4.577,0,0.273,0.681,1,0,7Networks_LH_DorsAttn_FEF_3,DorsAttn
88,σAmi^2,0,0.393,0.098,4.003,0,0.201,0.586,1,0,7Networks_LH_DorsAttn_FEF_3,DorsAttn
88,σAGD^2,0,0.249,0.094,2.651,0.008,0.065,0.433,1,0,7Networks_LH_DorsAttn_FEF_3,DorsAttn
88,σEinter^2,0,0.523,0.104,5.025,0,0.319,0.727,1,0,7Networks_LH_DorsAttn_FEF_3,DorsAttn
88,σEmi^2,0,0.6,0.084,7.179,0,0.436,0.763,1,0,7Networks_LH_DorsAttn_FEF_3,DorsAttn
88,σEGD^2,0,0.737,0.096,7.666,0,0.549,0.926,1,0,7Networks_LH_DorsAttn_FEF_3,DorsAttn
88,σA_mig1,0,-0.039,0.079,-0.495,0.621,-0.193,0.115,1,0,7Networks_LH_DorsAttn_FEF_3,DorsAttn
88,σA_gdg1,0,-0.29,0.085,-3.406,0.001,-0.458,-0.123,1,0,7Networks_LH_DorsAttn_FEF_3,DorsAttn
88,σA_migd,0,0.005,0.069,0.069,0.945,-0.131,0.14,1,0,7Networks_LH_DorsAttn_FEF_3,DorsAttn
88,σE_mig1,0,-0.159,0.068,-2.353,0.019,-0.292,-0.027,1,0,7Networks_LH_DorsAttn_FEF_3,DorsAttn
88,σE_gdg1,0,-0.467,0.081,-5.743,0,-0.626,-0.308,1,0,7Networks_LH_DorsAttn_FEF_3,DorsAttn
88,σE_migd,0,0.208,0.066,3.158,0.002,0.079,0.337,1,0,7Networks_LH_DorsAttn_FEF_3,DorsAttn
89,mean_FCG11,0,0,0.058,0.002,0.998,-0.114,0.115,1,0,7Networks_LH_DorsAttn_FEF_4,DorsAttn
89,mean_FCG12,0,0,0.058,0.002,0.998,-0.114,0.114,1,0,7Networks_LH_DorsAttn_FEF_4,DorsAttn
89,mean_T1w/T2wmi,0,0.011,0.061,0.181,0.856,-0.109,0.131,1,0,7Networks_LH_DorsAttn_FEF_4,DorsAttn
89,GD,0,0.001,0.059,0.015,0.988,-0.114,0.116,1,0,7Networks_LH_DorsAttn_FEF_4,DorsAttn
89,λ,0,0.722,0.043,16.685,0,0.638,0.807,1,0,7Networks_LH_DorsAttn_FEF_4,DorsAttn
89,σ1intra^2,0,0.471,0.056,8.386,0,0.361,0.582,1,0,7Networks_LH_DorsAttn_FEF_4,DorsAttn
89,σ2intra^2,0,0.466,0.056,8.323,0,0.356,0.575,1,0,7Networks_LH_DorsAttn_FEF_4,DorsAttn
89,σAinter^2,0,0.532,0.124,4.28,0,0.288,0.775,1,0,7Networks_LH_DorsAttn_FEF_4,DorsAttn
89,σAmi^2,0,0.466,0.099,4.724,0,0.273,0.66,1,0,7Networks_LH_DorsAttn_FEF_4,DorsAttn
89,σAGD^2,0,0.3,0.097,3.109,0.002,0.111,0.49,1,0,7Networks_LH_DorsAttn_FEF_4,DorsAttn
89,σEinter^2,0,0.468,0.124,3.768,0,0.225,0.712,1,0,7Networks_LH_DorsAttn_FEF_4,DorsAttn
89,σEmi^2,0,0.528,0.076,6.971,0,0.379,0.676,1,0,7Networks_LH_DorsAttn_FEF_4,DorsAttn
89,σEGD^2,0,0.688,0.093,7.426,0,0.506,0.869,1,0,7Networks_LH_DorsAttn_FEF_4,DorsAttn
89,σA_mig1,0,-0.05,0.084,-0.594,0.553,-0.215,0.115,1,0,7Networks_LH_DorsAttn_FEF_4,DorsAttn
89,σA_gdg1,0,-0.023,0.084,-0.277,0.782,-0.189,0.142,1,0,7Networks_LH_DorsAttn_FEF_4,DorsAttn
89,σA_migd,0,0.036,0.069,0.515,0.607,-0.1,0.171,1,0,7Networks_LH_DorsAttn_FEF_4,DorsAttn
89,σE_mig1,0,0.018,0.069,0.266,0.791,-0.118,0.155,1,0,7Networks_LH_DorsAttn_FEF_4,DorsAttn
89,σE_gdg1,0,-0.063,0.077,-0.821,0.412,-0.215,0.088,1,0,7Networks_LH_DorsAttn_FEF_4,DorsAttn
89,σE_migd,0,-0.037,0.059,-0.619,0.536,-0.153,0.079,1,0,7Networks_LH_DorsAttn_FEF_4,DorsAttn
90,mean_FCG11,0,-0.001,0.057,-0.024,0.981,-0.113,0.111,1,0,7Networks_LH_DorsAttn_PrCv_1,DorsAttn
90,mean_FCG12,0,-0.001,0.058,-0.024,0.981,-0.115,0.112,1,0,7Networks_LH_DorsAttn_PrCv_1,DorsAttn
90,mean_T1w/T2wmi,0,0.01,0.061,0.168,0.866,-0.11,0.13,1,0,7Networks_LH_DorsAttn_PrCv_1,DorsAttn
90,GD,0,0.001,0.059,0.022,0.982,-0.114,0.117,1,0,7Networks_LH_DorsAttn_PrCv_1,DorsAttn
90,λ,0,0.787,0.041,19.217,0,0.706,0.867,1,0,7Networks_LH_DorsAttn_PrCv_1,DorsAttn
90,σ1intra^2,0,0.359,0.048,7.428,0,0.264,0.454,1,0,7Networks_LH_DorsAttn_PrCv_1,DorsAttn
90,σ2intra^2,0,0.384,0.049,7.763,0,0.287,0.481,1,0,7Networks_LH_DorsAttn_PrCv_1,DorsAttn
90,σAinter^2,0,0.365,0.121,3.014,0.003,0.128,0.602,1,0,7Networks_LH_DorsAttn_PrCv_1,DorsAttn
90,σAmi^2,0,0.464,0.097,4.793,0,0.274,0.654,1,0,7Networks_LH_DorsAttn_PrCv_1,DorsAttn
90,σAGD^2,0,0.303,0.095,3.184,0.001,0.117,0.49,1,0,7Networks_LH_DorsAttn_PrCv_1,DorsAttn
90,σEinter^2,0,0.635,0.121,5.251,0,0.398,0.872,1,0,7Networks_LH_DorsAttn_PrCv_1,DorsAttn
90,σEmi^2,0,0.527,0.075,7.064,0,0.381,0.673,1,0,7Networks_LH_DorsAttn_PrCv_1,DorsAttn
90,σEGD^2,0,0.685,0.091,7.5,0,0.506,0.864,1,0,7Networks_LH_DorsAttn_PrCv_1,DorsAttn
90,σA_mig1,0,-0.028,0.08,-0.346,0.729,-0.184,0.129,1,0,7Networks_LH_DorsAttn_PrCv_1,DorsAttn
90,σA_gdg1,0,-0.013,0.081,-0.156,0.876,-0.171,0.145,1,0,7Networks_LH_DorsAttn_PrCv_1,DorsAttn
90,σA_migd,0,-0.048,0.068,-0.712,0.476,-0.181,0.085,1,0,7Networks_LH_DorsAttn_PrCv_1,DorsAttn
90,σE_mig1,0,-0.021,0.07,-0.307,0.759,-0.158,0.115,1,0,7Networks_LH_DorsAttn_PrCv_1,DorsAttn
90,σE_gdg1,0,-0.16,0.079,-2.039,0.041,-0.315,-0.006,1,0,7Networks_LH_DorsAttn_PrCv_1,DorsAttn
90,σE_migd,0,-0.004,0.058,-0.06,0.952,-0.118,0.111,1,0,7Networks_LH_DorsAttn_PrCv_1,DorsAttn
91,mean_FCG11,0,-0.001,0.059,-0.012,0.991,-0.117,0.116,1,0,7Networks_LH_DorsAttn_PrCv_2,DorsAttn
91,mean_FCG12,0,-0.001,0.06,-0.012,0.991,-0.117,0.116,1,0,7Networks_LH_DorsAttn_PrCv_2,DorsAttn
91,mean_T1w/T2wmi,0,0.012,0.063,0.184,0.854,-0.111,0.134,1,0,7Networks_LH_DorsAttn_PrCv_2,DorsAttn
91,GD,0,0.001,0.061,0.017,0.986,-0.118,0.12,1,0,7Networks_LH_DorsAttn_PrCv_2,DorsAttn
91,λ,0,0.824,0.041,19.916,0,0.743,0.905,1,0,7Networks_LH_DorsAttn_PrCv_2,DorsAttn
91,σ1intra^2,0,0.311,0.036,8.678,0,0.241,0.381,1,0,7Networks_LH_DorsAttn_PrCv_2,DorsAttn
91,σ2intra^2,0,0.317,0.036,8.77,0,0.246,0.388,1,0,7Networks_LH_DorsAttn_PrCv_2,DorsAttn
91,σAinter^2,0,0.517,0.1,5.167,0,0.321,0.713,1,0,7Networks_LH_DorsAttn_PrCv_2,DorsAttn
91,σAmi^2,0,0.558,0.094,5.903,0,0.373,0.743,1,0,7Networks_LH_DorsAttn_PrCv_2,DorsAttn
91,σAGD^2,0,0.428,0.097,4.399,0,0.238,0.619,1,0,7Networks_LH_DorsAttn_PrCv_2,DorsAttn
91,σEinter^2,0,0.483,0.1,4.835,0,0.287,0.679,1,0,7Networks_LH_DorsAttn_PrCv_2,DorsAttn
91,σEmi^2,0,0.444,0.062,7.149,0,0.322,0.566,1,0,7Networks_LH_DorsAttn_PrCv_2,DorsAttn
91,σEGD^2,0,0.57,0.078,7.271,0,0.416,0.723,1,0,7Networks_LH_DorsAttn_PrCv_2,DorsAttn
91,σA_mig1,0,-0.191,0.076,-2.524,0.012,-0.339,-0.043,1,0,7Networks_LH_DorsAttn_PrCv_2,DorsAttn
91,σA_gdg1,0,-0.377,0.086,-4.383,0,-0.545,-0.208,1,0,7Networks_LH_DorsAttn_PrCv_2,DorsAttn
91,σA_migd,0,0.273,0.07,3.925,0,0.137,0.409,1,0,7Networks_LH_DorsAttn_PrCv_2,DorsAttn
91,σE_mig1,0,-0.027,0.056,-0.479,0.632,-0.137,0.083,1,0,7Networks_LH_DorsAttn_PrCv_2,DorsAttn
91,σE_gdg1,0,-0.407,0.074,-5.527,0,-0.552,-0.263,1,0,7Networks_LH_DorsAttn_PrCv_2,DorsAttn
91,σE_migd,0,-0.057,0.049,-1.148,0.251,-0.154,0.04,1,0,7Networks_LH_DorsAttn_PrCv_2,DorsAttn
92,mean_FCG11,0,0.001,0.059,0.019,0.985,-0.114,0.117,1,0,7Networks_LH_SalVentAttn_ParOper_1,SalVentAttn
92,mean_FCG12,0,0.001,0.059,0.019,0.985,-0.115,0.117,1,0,7Networks_LH_SalVentAttn_ParOper_1,SalVentAttn
92,mean_T1w/T2wmi,0,0.012,0.062,0.185,0.853,-0.11,0.133,1,0,7Networks_LH_SalVentAttn_ParOper_1,SalVentAttn
92,GD,0,0.003,0.061,0.057,0.955,-0.117,0.123,1,0,7Networks_LH_SalVentAttn_ParOper_1,SalVentAttn
92,λ,0,0.721,0.044,16.303,0,0.634,0.807,1,0,7Networks_LH_SalVentAttn_ParOper_1,SalVentAttn
92,σ1intra^2,0,0.468,0.056,8.399,0,0.359,0.577,1,0,7Networks_LH_SalVentAttn_ParOper_1,SalVentAttn
92,σ2intra^2,0,0.48,0.056,8.525,0,0.37,0.59,1,0,7Networks_LH_SalVentAttn_ParOper_1,SalVentAttn
92,σAinter^2,0,0.628,0.124,5.061,0,0.385,0.872,1,0,7Networks_LH_SalVentAttn_ParOper_1,SalVentAttn
92,σAmi^2,0,0.531,0.096,5.541,0,0.343,0.719,1,0,7Networks_LH_SalVentAttn_ParOper_1,SalVentAttn
92,σAGD^2,0,0.462,0.095,4.884,0,0.277,0.647,1,0,7Networks_LH_SalVentAttn_ParOper_1,SalVentAttn
92,σEinter^2,0,0.372,0.124,2.992,0.003,0.128,0.615,1,0,7Networks_LH_SalVentAttn_ParOper_1,SalVentAttn
92,σEmi^2,0,0.461,0.067,6.93,0,0.331,0.592,1,0,7Networks_LH_SalVentAttn_ParOper_1,SalVentAttn
92,σEGD^2,0,0.527,0.073,7.181,0,0.383,0.671,1,0,7Networks_LH_SalVentAttn_ParOper_1,SalVentAttn
92,σA_mig1,0,0.116,0.085,1.363,0.173,-0.051,0.283,1,0,7Networks_LH_SalVentAttn_ParOper_1,SalVentAttn
92,σA_gdg1,0,-0.153,0.085,-1.798,0.072,-0.319,0.014,1,0,7Networks_LH_SalVentAttn_ParOper_1,SalVentAttn
92,σA_migd,0,-0.012,0.068,-0.184,0.854,-0.145,0.12,1,0,7Networks_LH_SalVentAttn_ParOper_1,SalVentAttn
92,σE_mig1,0,0.01,0.064,0.156,0.876,-0.116,0.136,1,0,7Networks_LH_SalVentAttn_ParOper_1,SalVentAttn
92,σE_gdg1,0,-0.039,0.068,-0.574,0.566,-0.172,0.094,1,0,7Networks_LH_SalVentAttn_ParOper_1,SalVentAttn
92,σE_migd,0,-0.035,0.05,-0.709,0.478,-0.132,0.062,1,0,7Networks_LH_SalVentAttn_ParOper_1,SalVentAttn
93,mean_FCG11,0,0.006,0.058,0.105,0.916,-0.108,0.12,1,0,7Networks_LH_SalVentAttn_ParOper_2,SalVentAttn
93,mean_FCG12,0,0.006,0.058,0.106,0.916,-0.107,0.119,1,0,7Networks_LH_SalVentAttn_ParOper_2,SalVentAttn
93,mean_T1w/T2wmi,0,0.008,0.062,0.128,0.898,-0.113,0.129,1,0,7Networks_LH_SalVentAttn_ParOper_2,SalVentAttn
93,GD,0,0.006,0.06,0.108,0.914,-0.11,0.123,1,0,7Networks_LH_SalVentAttn_ParOper_2,SalVentAttn
93,λ,0,0.71,0.043,16.411,0,0.626,0.795,1,0,7Networks_LH_SalVentAttn_ParOper_2,SalVentAttn
93,σ1intra^2,0,0.494,0.058,8.549,0,0.381,0.607,1,0,7Networks_LH_SalVentAttn_ParOper_2,SalVentAttn
93,σ2intra^2,0,0.471,0.057,8.309,0,0.36,0.582,1,0,7Networks_LH_SalVentAttn_ParOper_2,SalVentAttn
93,σAinter^2,0,0.52,0.12,4.349,0,0.286,0.755,1,0,7Networks_LH_SalVentAttn_ParOper_2,SalVentAttn
93,σAmi^2,0,0.504,0.094,5.371,0,0.32,0.687,1,0,7Networks_LH_SalVentAttn_ParOper_2,SalVentAttn
93,σAGD^2,0,0.344,0.102,3.375,0.001,0.144,0.544,1,0,7Networks_LH_SalVentAttn_ParOper_2,SalVentAttn
93,σEinter^2,0,0.48,0.12,4.011,0,0.245,0.714,1,0,7Networks_LH_SalVentAttn_ParOper_2,SalVentAttn
93,σEmi^2,0,0.487,0.068,7.157,0,0.353,0.62,1,0,7Networks_LH_SalVentAttn_ParOper_2,SalVentAttn
93,σEGD^2,0,0.65,0.092,7.101,0,0.47,0.829,1,0,7Networks_LH_SalVentAttn_ParOper_2,SalVentAttn
93,σA_mig1,0,-0.07,0.08,-0.874,0.382,-0.227,0.087,1,0,7Networks_LH_SalVentAttn_ParOper_2,SalVentAttn
93,σA_gdg1,0,0.119,0.083,1.43,0.153,-0.044,0.282,1,0,7Networks_LH_SalVentAttn_ParOper_2,SalVentAttn
93,σA_migd,0,-0.076,0.07,-1.089,0.276,-0.212,0.061,1,0,7Networks_LH_SalVentAttn_ParOper_2,SalVentAttn
93,σE_mig1,0,0.066,0.066,0.998,0.318,-0.063,0.194,1,0,7Networks_LH_SalVentAttn_ParOper_2,SalVentAttn
93,σE_gdg1,0,-0.047,0.076,-0.621,0.534,-0.196,0.102,1,0,7Networks_LH_SalVentAttn_ParOper_2,SalVentAttn
93,σE_migd,0,-0.005,0.056,-0.081,0.936,-0.115,0.106,1,0,7Networks_LH_SalVentAttn_ParOper_2,SalVentAttn
94,mean_FCG11,0,0.005,0.059,0.087,0.931,-0.111,0.121,1,0,7Networks_LH_SalVentAttn_ParOper_3,SalVentAttn
94,mean_FCG12,0,0.005,0.06,0.087,0.931,-0.112,0.122,1,0,7Networks_LH_SalVentAttn_ParOper_3,SalVentAttn
94,mean_T1w/T2wmi,0,0.009,0.062,0.144,0.885,-0.113,0.131,1,0,7Networks_LH_SalVentAttn_ParOper_3,SalVentAttn
94,GD,0,0.007,0.061,0.11,0.912,-0.112,0.126,1,0,7Networks_LH_SalVentAttn_ParOper_3,SalVentAttn
94,λ,0,0.72,0.045,16.171,0,0.632,0.807,1,0,7Networks_LH_SalVentAttn_ParOper_3,SalVentAttn
94,σ1intra^2,0,0.471,0.056,8.44,0,0.362,0.581,1,0,7Networks_LH_SalVentAttn_ParOper_3,SalVentAttn
94,σ2intra^2,0,0.484,0.056,8.575,0,0.374,0.595,1,0,7Networks_LH_SalVentAttn_ParOper_3,SalVentAttn
94,σAinter^2,0,0.656,0.118,5.578,0,0.426,0.887,1,0,7Networks_LH_SalVentAttn_ParOper_3,SalVentAttn
94,σAmi^2,0,0.544,0.094,5.787,0,0.36,0.728,1,0,7Networks_LH_SalVentAttn_ParOper_3,SalVentAttn
94,σAGD^2,0,0.43,0.095,4.551,0,0.245,0.616,1,0,7Networks_LH_SalVentAttn_ParOper_3,SalVentAttn
94,σEinter^2,0,0.344,0.118,2.922,0.003,0.113,0.574,1,0,7Networks_LH_SalVentAttn_ParOper_3,SalVentAttn
94,σEmi^2,0,0.447,0.064,7.005,0,0.322,0.572,1,0,7Networks_LH_SalVentAttn_ParOper_3,SalVentAttn
94,σEGD^2,0,0.556,0.077,7.208,0,0.404,0.707,1,0,7Networks_LH_SalVentAttn_ParOper_3,SalVentAttn
94,σA_mig1,0,0.009,0.083,0.109,0.913,-0.155,0.173,1,0,7Networks_LH_SalVentAttn_ParOper_3,SalVentAttn
94,σA_gdg1,0,0.099,0.084,1.172,0.241,-0.066,0.264,1,0,7Networks_LH_SalVentAttn_ParOper_3,SalVentAttn
94,σA_migd,0,0.069,0.067,1.029,0.303,-0.063,0.202,1,0,7Networks_LH_SalVentAttn_ParOper_3,SalVentAttn
94,σE_mig1,0,0.086,0.061,1.398,0.162,-0.035,0.207,1,0,7Networks_LH_SalVentAttn_ParOper_3,SalVentAttn
94,σE_gdg1,0,-0.005,0.067,-0.075,0.94,-0.137,0.127,1,0,7Networks_LH_SalVentAttn_ParOper_3,SalVentAttn
94,σE_migd,0,-0.1,0.051,-1.981,0.048,-0.2,-0.001,1,0,7Networks_LH_SalVentAttn_ParOper_3,SalVentAttn
95,mean_FCG11,0,0.002,0.06,0.039,0.969,-0.116,0.12,1,0,7Networks_LH_SalVentAttn_ParOper_4,SalVentAttn
95,mean_FCG12,0,0.002,0.061,0.038,0.969,-0.117,0.122,1,0,7Networks_LH_SalVentAttn_ParOper_4,SalVentAttn
95,mean_T1w/T2wmi,0,0.012,0.062,0.192,0.848,-0.109,0.133,1,0,7Networks_LH_SalVentAttn_ParOper_4,SalVentAttn
95,GD,0,0.001,0.061,0.013,0.99,-0.118,0.12,1,0,7Networks_LH_SalVentAttn_ParOper_4,SalVentAttn
95,λ,0,0.771,0.043,17.88,0,0.687,0.856,1,0,7Networks_LH_SalVentAttn_ParOper_4,SalVentAttn
95,σ1intra^2,0,0.376,0.047,7.992,0,0.284,0.468,1,0,7Networks_LH_SalVentAttn_ParOper_4,SalVentAttn
95,σ2intra^2,0,0.411,0.049,8.436,0,0.315,0.506,1,0,7Networks_LH_SalVentAttn_ParOper_4,SalVentAttn
95,σAinter^2,0,0.723,0.086,8.392,0,0.554,0.892,1,0,7Networks_LH_SalVentAttn_ParOper_4,SalVentAttn
95,σAmi^2,0,0.492,0.1,4.909,0,0.295,0.688,1,0,7Networks_LH_SalVentAttn_ParOper_4,SalVentAttn
95,σAGD^2,0,0.44,0.091,4.865,0,0.263,0.618,1,0,7Networks_LH_SalVentAttn_ParOper_4,SalVentAttn
95,σEinter^2,0,0.277,0.086,3.219,0.001,0.108,0.446,1,0,7Networks_LH_SalVentAttn_ParOper_4,SalVentAttn
95,σEmi^2,0,0.509,0.074,6.881,0,0.364,0.654,1,0,7Networks_LH_SalVentAttn_ParOper_4,SalVentAttn
95,σEGD^2,0,0.545,0.073,7.474,0,0.402,0.687,1,0,7Networks_LH_SalVentAttn_ParOper_4,SalVentAttn
95,σA_mig1,0,-0.018,0.079,-0.234,0.815,-0.173,0.136,1,0,7Networks_LH_SalVentAttn_ParOper_4,SalVentAttn
95,σA_gdg1,0,0.056,0.075,0.741,0.459,-0.092,0.203,1,0,7Networks_LH_SalVentAttn_ParOper_4,SalVentAttn
95,σA_migd,0,-0.047,0.067,-0.695,0.487,-0.179,0.085,1,0,7Networks_LH_SalVentAttn_ParOper_4,SalVentAttn
95,σE_mig1,0,0.018,0.056,0.318,0.75,-0.092,0.128,1,0,7Networks_LH_SalVentAttn_ParOper_4,SalVentAttn
95,σE_gdg1,0,0.056,0.056,0.988,0.323,-0.055,0.166,1,0,7Networks_LH_SalVentAttn_ParOper_4,SalVentAttn
95,σE_migd,0,0.023,0.052,0.453,0.651,-0.078,0.125,1,0,7Networks_LH_SalVentAttn_ParOper_4,SalVentAttn
96,mean_FCG11,0,-0.011,0.063,-0.177,0.86,-0.134,0.111,1,0,7Networks_LH_SalVentAttn_TempOcc_1,SalVentAttn
96,mean_FCG12,0,-0.011,0.063,-0.177,0.86,-0.134,0.111,1,0,7Networks_LH_SalVentAttn_TempOcc_1,SalVentAttn
96,mean_T1w/T2wmi,0,0.013,0.062,0.201,0.841,-0.11,0.135,1,0,7Networks_LH_SalVentAttn_TempOcc_1,SalVentAttn
