Parcel,label,exo,est,se,z,pvalue,ci.lower,ci.upper,cfi,rmsea,label_Yeo_7,label_Yeo7_short
245,σA_mig1,0,0.26,0.091,2.854,0.004,0.082,0.439,1,0,7Networks_RH_SomMot_15,SomMot
245,σA_gdg1,0,-0.333,0.095,-3.515,0,-0.519,-0.147,1,0,7Networks_RH_SomMot_15,SomMot
245,σA_migd,0,-0.183,0.073,-2.507,0.012,-0.327,-0.04,1,0,7Networks_RH_SomMot_15,SomMot
245,σE_mig1,0,-0.25,0.087,-2.879,0.004,-0.419,-0.08,1,0,7Networks_RH_SomMot_15,SomMot
245,σE_gdg1,0,-0.287,0.086,-3.325,0.001,-0.456,-0.118,1,0,7Networks_RH_SomMot_15,SomMot
245,σE_migd,0,0.106,0.065,1.623,0.105,-0.022,0.234,1,0,7Networks_RH_SomMot_15,SomMot
246,mean_FCG11,0,-0.002,0.058,-0.037,0.97,-0.115,0.111,1,0,7Networks_RH_SomMot_16,SomMot
246,mean_FCG12,0,-0.002,0.057,-0.038,0.97,-0.114,0.11,1,0,7Networks_RH_SomMot_16,SomMot
246,mean_T1w/T2wmi,0,0.01,0.06,0.158,0.874,-0.109,0.128,1,0,7Networks_RH_SomMot_16,SomMot
246,GD,0,0.002,0.058,0.037,0.971,-0.112,0.116,1,0,7Networks_RH_SomMot_16,SomMot
246,λ,0,0.595,0.049,12.237,0,0.499,0.69,1,0,7Networks_RH_SomMot_16,SomMot
246,σ1intra^2,0,0.645,0.068,9.444,0,0.511,0.778,1,0,7Networks_RH_SomMot_16,SomMot
246,σ2intra^2,0,0.621,0.067,9.274,0,0.49,0.753,1,0,7Networks_RH_SomMot_16,SomMot
246,σAinter^2,0,0.629,0.16,3.929,0,0.315,0.943,1,0,7Networks_RH_SomMot_16,SomMot
246,σAmi^2,0,0.403,0.096,4.195,0,0.215,0.592,1,0,7Networks_RH_SomMot_16,SomMot
246,σAGD^2,0,0.241,0.108,2.23,0.026,0.029,0.452,1,0,7Networks_RH_SomMot_16,SomMot
246,σEinter^2,0,0.371,0.16,2.316,0.021,0.057,0.685,1,0,7Networks_RH_SomMot_16,SomMot
246,σEmi^2,0,0.586,0.081,7.254,0,0.428,0.745,1,0,7Networks_RH_SomMot_16,SomMot
246,σEGD^2,0,0.751,0.107,7.021,0,0.542,0.961,1,0,7Networks_RH_SomMot_16,SomMot
246,σA_mig1,0,0.004,0.092,0.041,0.967,-0.177,0.184,1,0,7Networks_RH_SomMot_16,SomMot
246,σA_gdg1,0,-0.037,0.098,-0.376,0.707,-0.228,0.155,1,0,7Networks_RH_SomMot_16,SomMot
246,σA_migd,0,0.021,0.072,0.29,0.772,-0.12,0.162,1,0,7Networks_RH_SomMot_16,SomMot
246,σE_mig1,0,0.013,0.082,0.157,0.876,-0.148,0.173,1,0,7Networks_RH_SomMot_16,SomMot
246,σE_gdg1,0,-0.063,0.095,-0.664,0.506,-0.249,0.123,1,0,7Networks_RH_SomMot_16,SomMot
246,σE_migd,0,-0.02,0.066,-0.305,0.76,-0.15,0.11,1,0,7Networks_RH_SomMot_16,SomMot
247,mean_FCG11,0,0.002,0.056,0.044,0.965,-0.107,0.112,1,0,7Networks_RH_SomMot_17,SomMot
247,mean_FCG12,0,0.002,0.056,0.044,0.965,-0.107,0.112,1,0,7Networks_RH_SomMot_17,SomMot
247,mean_T1w/T2wmi,0,0.007,0.06,0.113,0.91,-0.112,0.125,1,0,7Networks_RH_SomMot_17,SomMot
247,GD,0,0.002,0.06,0.041,0.967,-0.116,0.121,1,0,7Networks_RH_SomMot_17,SomMot
247,λ,0,0.63,0.046,13.694,0,0.54,0.72,1,0,7Networks_RH_SomMot_17,SomMot
247,σ1intra^2,0,0.595,0.065,9.191,0,0.469,0.722,1,0,7Networks_RH_SomMot_17,SomMot
247,σ2intra^2,0,0.589,0.064,9.141,0,0.463,0.716,1,0,7Networks_RH_SomMot_17,SomMot
247,σAinter^2,0,0.332,0.179,1.85,0.064,-0.02,0.683,1,0,7Networks_RH_SomMot_17,SomMot
247,σAmi^2,0,0.416,0.095,4.373,0,0.229,0.602,1,0,7Networks_RH_SomMot_17,SomMot
247,σAGD^2,0,0.392,0.098,3.987,0,0.199,0.584,1,0,7Networks_RH_SomMot_17,SomMot
247,σEinter^2,0,0.668,0.179,3.73,0,0.317,1.02,1,0,7Networks_RH_SomMot_17,SomMot
247,σEmi^2,0,0.575,0.079,7.272,0,0.42,0.73,1,0,7Networks_RH_SomMot_17,SomMot
247,σEGD^2,0,0.6,0.084,7.15,0,0.435,0.764,1,0,7Networks_RH_SomMot_17,SomMot
247,σA_mig1,0,0.219,0.092,2.386,0.017,0.039,0.399,1,0,7Networks_RH_SomMot_17,SomMot
247,σA_gdg1,0,-0.153,0.098,-1.568,0.117,-0.345,0.038,1,0,7Networks_RH_SomMot_17,SomMot
247,σA_migd,0,-0.124,0.069,-1.796,0.073,-0.258,0.011,1,0,7Networks_RH_SomMot_17,SomMot
247,σE_mig1,0,-0.239,0.089,-2.694,0.007,-0.413,-0.065,1,0,7Networks_RH_SomMot_17,SomMot
247,σE_gdg1,0,-0.321,0.094,-3.426,0.001,-0.504,-0.137,1,0,7Networks_RH_SomMot_17,SomMot
247,σE_migd,0,0.046,0.058,0.8,0.424,-0.067,0.16,1,0,7Networks_RH_SomMot_17,SomMot
248,mean_FCG11,0,0.003,0.057,0.047,0.963,-0.11,0.115,1,0,7Networks_RH_SomMot_18,SomMot
248,mean_FCG12,0,0.003,0.056,0.048,0.962,-0.107,0.112,1,0,7Networks_RH_SomMot_18,SomMot
248,mean_T1w/T2wmi,0,0.013,0.06,0.217,0.828,-0.104,0.13,1,0,7Networks_RH_SomMot_18,SomMot
248,GD,0,0.002,0.058,0.034,0.973,-0.112,0.116,1,0,7Networks_RH_SomMot_18,SomMot
248,λ,0,0.609,0.048,12.779,0,0.515,0.702,1,0,7Networks_RH_SomMot_18,SomMot
248,σ1intra^2,0,0.645,0.068,9.449,0,0.511,0.778,1,0,7Networks_RH_SomMot_18,SomMot
248,σ2intra^2,0,0.595,0.066,9.078,0,0.467,0.724,1,0,7Networks_RH_SomMot_18,SomMot
248,σAinter^2,0,0.469,0.169,2.785,0.005,0.139,0.8,1,0,7Networks_RH_SomMot_18,SomMot
248,σAmi^2,0,0.354,0.105,3.364,0.001,0.148,0.56,1,0,7Networks_RH_SomMot_18,SomMot
248,σAGD^2,0,0.25,0.104,2.405,0.016,0.046,0.454,1,0,7Networks_RH_SomMot_18,SomMot
248,σEinter^2,0,0.531,0.169,3.147,0.002,0.2,0.861,1,0,7Networks_RH_SomMot_18,SomMot
248,σEmi^2,0,0.643,0.093,6.934,0,0.461,0.824,1,0,7Networks_RH_SomMot_18,SomMot
248,σEGD^2,0,0.741,0.103,7.184,0,0.539,0.944,1,0,7Networks_RH_SomMot_18,SomMot
248,σA_mig1,0,0.189,0.097,1.956,0.05,-0,0.378,1,0,7Networks_RH_SomMot_18,SomMot
248,σA_gdg1,0,0.055,0.099,0.561,0.575,-0.138,0.248,1,0,7Networks_RH_SomMot_18,SomMot
248,σA_migd,0,0.04,0.075,0.54,0.589,-0.106,0.186,1,0,7Networks_RH_SomMot_18,SomMot
248,σE_mig1,0,-0.116,0.092,-1.268,0.205,-0.296,0.063,1,0,7Networks_RH_SomMot_18,SomMot
248,σE_gdg1,0,-0.315,0.1,-3.161,0.002,-0.51,-0.12,1,0,7Networks_RH_SomMot_18,SomMot
248,σE_migd,0,0.029,0.07,0.411,0.681,-0.108,0.165,1,0,7Networks_RH_SomMot_18,SomMot
249,mean_FCG11,0,0.003,0.055,0.046,0.963,-0.106,0.111,1,0,7Networks_RH_SomMot_19,SomMot
249,mean_FCG12,0,0.003,0.056,0.046,0.964,-0.107,0.113,1,0,7Networks_RH_SomMot_19,SomMot
249,mean_T1w/T2wmi,0,0.007,0.059,0.112,0.911,-0.109,0.122,1,0,7Networks_RH_SomMot_19,SomMot
249,GD,0,0.009,0.061,0.152,0.879,-0.111,0.13,1,0,7Networks_RH_SomMot_19,SomMot
249,λ,0,0.678,0.044,15.507,0,0.592,0.764,1,0,7Networks_RH_SomMot_19,SomMot
249,σ1intra^2,0,0.513,0.06,8.502,0,0.395,0.632,1,0,7Networks_RH_SomMot_19,SomMot
249,σ2intra^2,0,0.547,0.062,8.813,0,0.425,0.669,1,0,7Networks_RH_SomMot_19,SomMot
249,σAinter^2,0,0.258,0.157,1.642,0.101,-0.05,0.567,1,0,7Networks_RH_SomMot_19,SomMot
249,σAmi^2,0,0.323,0.095,3.396,0.001,0.137,0.509,1,0,7Networks_RH_SomMot_19,SomMot
249,σAGD^2,0,0.465,0.101,4.599,0,0.267,0.663,1,0,7Networks_RH_SomMot_19,SomMot
249,σEinter^2,0,0.742,0.157,4.714,0,0.433,1.05,1,0,7Networks_RH_SomMot_19,SomMot
249,σEmi^2,0,0.666,0.089,7.468,0,0.491,0.84,1,0,7Networks_RH_SomMot_19,SomMot
249,σEGD^2,0,0.53,0.078,6.801,0,0.377,0.683,1,0,7Networks_RH_SomMot_19,SomMot
249,σA_mig1,0,0.097,0.087,1.106,0.269,-0.074,0.268,1,0,7Networks_RH_SomMot_19,SomMot
249,σA_gdg1,0,-0.086,0.094,-0.914,0.361,-0.269,0.098,1,0,7Networks_RH_SomMot_19,SomMot
249,σA_migd,0,-0.014,0.07,-0.201,0.841,-0.151,0.123,1,0,7Networks_RH_SomMot_19,SomMot
249,σE_mig1,0,-0.12,0.089,-1.342,0.179,-0.295,0.055,1,0,7Networks_RH_SomMot_19,SomMot
249,σE_gdg1,0,-0.221,0.086,-2.578,0.01,-0.389,-0.053,1,0,7Networks_RH_SomMot_19,SomMot
249,σE_migd,0,0.111,0.06,1.866,0.062,-0.006,0.228,1,0,7Networks_RH_SomMot_19,SomMot
250,mean_FCG11,0,-0.003,0.058,-0.045,0.964,-0.117,0.111,1,0,7Networks_RH_SomMot_20,SomMot
250,mean_FCG12,0,-0.003,0.057,-0.045,0.964,-0.115,0.11,1,0,7Networks_RH_SomMot_20,SomMot
250,mean_T1w/T2wmi,0,0.015,0.062,0.243,0.808,-0.106,0.136,1,0,7Networks_RH_SomMot_20,SomMot
250,GD,0,0.003,0.058,0.057,0.954,-0.11,0.116,1,0,7Networks_RH_SomMot_20,SomMot
250,λ,0,0.726,0.043,16.955,0,0.642,0.81,1,0,7Networks_RH_SomMot_20,SomMot
250,σ1intra^2,0,0.482,0.055,8.793,0,0.375,0.589,1,0,7Networks_RH_SomMot_20,SomMot
250,σ2intra^2,0,0.445,0.053,8.402,0,0.341,0.549,1,0,7Networks_RH_SomMot_20,SomMot
250,σAinter^2,0,0.456,0.126,3.627,0,0.21,0.702,1,0,7Networks_RH_SomMot_20,SomMot
250,σAmi^2,0,0.498,0.096,5.175,0,0.31,0.687,1,0,7Networks_RH_SomMot_20,SomMot
250,σAGD^2,0,0.221,0.1,2.214,0.027,0.025,0.416,1,0,7Networks_RH_SomMot_20,SomMot
250,σEinter^2,0,0.544,0.126,4.329,0,0.298,0.79,1,0,7Networks_RH_SomMot_20,SomMot
250,σEmi^2,0,0.496,0.07,7.067,0,0.359,0.634,1,0,7Networks_RH_SomMot_20,SomMot
250,σEGD^2,0,0.771,0.103,7.465,0,0.569,0.974,1,0,7Networks_RH_SomMot_20,SomMot
250,σA_mig1,0,-0.16,0.083,-1.932,0.053,-0.322,0.002,1,0,7Networks_RH_SomMot_20,SomMot
250,σA_gdg1,0,-0.059,0.088,-0.675,0.499,-0.231,0.113,1,0,7Networks_RH_SomMot_20,SomMot
250,σA_migd,0,-0.067,0.069,-0.984,0.325,-0.202,0.067,1,0,7Networks_RH_SomMot_20,SomMot
250,σE_mig1,0,-0.06,0.069,-0.862,0.389,-0.195,0.076,1,0,7Networks_RH_SomMot_20,SomMot
250,σE_gdg1,0,-0.344,0.087,-3.937,0,-0.516,-0.173,1,0,7Networks_RH_SomMot_20,SomMot
250,σE_migd,0,0.112,0.061,1.834,0.067,-0.008,0.231,1,0,7Networks_RH_SomMot_20,SomMot
251,mean_FCG11,0,0.003,0.058,0.044,0.965,-0.111,0.116,1,0,7Networks_RH_SomMot_21,SomMot
251,mean_FCG12,0,0.003,0.056,0.046,0.964,-0.107,0.113,1,0,7Networks_RH_SomMot_21,SomMot
251,mean_T1w/T2wmi,0,0.005,0.059,0.084,0.933,-0.111,0.121,1,0,7Networks_RH_SomMot_21,SomMot
251,GD,0,0.003,0.058,0.044,0.965,-0.112,0.117,1,0,7Networks_RH_SomMot_21,SomMot
251,λ,0,0.651,0.046,14.194,0,0.561,0.741,1,0,7Networks_RH_SomMot_21,SomMot
251,σ1intra^2,0,0.603,0.064,9.376,0,0.477,0.729,1,0,7Networks_RH_SomMot_21,SomMot
251,σ2intra^2,0,0.538,0.061,8.837,0,0.419,0.657,1,0,7Networks_RH_SomMot_21,SomMot
251,σAinter^2,0,0.437,0.177,2.462,0.014,0.089,0.785,1,0,7Networks_RH_SomMot_21,SomMot
251,σAmi^2,0,0.314,0.097,3.239,0.001,0.124,0.505,1,0,7Networks_RH_SomMot_21,SomMot
251,σAGD^2,0,0.278,0.099,2.805,0.005,0.084,0.472,1,0,7Networks_RH_SomMot_21,SomMot
251,σEinter^2,0,0.563,0.177,3.175,0.002,0.215,0.911,1,0,7Networks_RH_SomMot_21,SomMot
251,σEmi^2,0,0.676,0.091,7.427,0,0.498,0.855,1,0,7Networks_RH_SomMot_21,SomMot
251,σEGD^2,0,0.712,0.096,7.388,0,0.523,0.901,1,0,7Networks_RH_SomMot_21,SomMot
251,σA_mig1,0,-0.027,0.097,-0.277,0.782,-0.217,0.163,1,0,7Networks_RH_SomMot_21,SomMot
251,σA_gdg1,0,-0.133,0.103,-1.29,0.197,-0.336,0.069,1,0,7Networks_RH_SomMot_21,SomMot
251,σA_migd,0,0.056,0.07,0.806,0.42,-0.081,0.194,1,0,7Networks_RH_SomMot_21,SomMot
251,σE_mig1,0,-0.014,0.092,-0.152,0.879,-0.194,0.166,1,0,7Networks_RH_SomMot_21,SomMot
251,σE_gdg1,0,-0.339,0.101,-3.372,0.001,-0.536,-0.142,1,0,7Networks_RH_SomMot_21,SomMot
251,σE_migd,0,-0.007,0.067,-0.106,0.916,-0.138,0.124,1,0,7Networks_RH_SomMot_21,SomMot
252,mean_FCG11,0,-0.001,0.06,-0.01,0.992,-0.118,0.117,1,0,7Networks_RH_SomMot_22,SomMot
252,mean_FCG12,0,-0.001,0.058,-0.01,0.992,-0.114,0.112,1,0,7Networks_RH_SomMot_22,SomMot
252,mean_T1w/T2wmi,0,0.013,0.059,0.222,0.824,-0.103,0.13,1,0,7Networks_RH_SomMot_22,SomMot
252,GD,0,0.008,0.059,0.138,0.89,-0.107,0.124,1,0,7Networks_RH_SomMot_22,SomMot
252,λ,0,0.713,0.044,16.251,0,0.627,0.799,1,0,7Networks_RH_SomMot_22,SomMot
252,σ1intra^2,0,0.528,0.052,10.176,0,0.426,0.629,1,0,7Networks_RH_SomMot_22,SomMot
252,σ2intra^2,0,0.44,0.047,9.388,0,0.348,0.532,1,0,7Networks_RH_SomMot_22,SomMot
252,σAinter^2,0,0.587,0.119,4.923,0,0.353,0.82,1,0,7Networks_RH_SomMot_22,SomMot
252,σAmi^2,0,0.333,0.099,3.363,0.001,0.139,0.528,1,0,7Networks_RH_SomMot_22,SomMot
252,σAGD^2,0,0.307,0.095,3.231,0.001,0.121,0.493,1,0,7Networks_RH_SomMot_22,SomMot
252,σEinter^2,0,0.413,0.119,3.467,0.001,0.18,0.647,1,0,7Networks_RH_SomMot_22,SomMot
252,σEmi^2,0,0.659,0.091,7.27,0,0.481,0.837,1,0,7Networks_RH_SomMot_22,SomMot
252,σEGD^2,0,0.683,0.091,7.524,0,0.505,0.86,1,0,7Networks_RH_SomMot_22,SomMot
252,σA_mig1,0,0.009,0.084,0.103,0.918,-0.157,0.174,1,0,7Networks_RH_SomMot_22,SomMot
252,σA_gdg1,0,-0.292,0.094,-3.104,0.002,-0.476,-0.108,1,0,7Networks_RH_SomMot_22,SomMot
252,σA_migd,0,0.043,0.069,0.623,0.533,-0.092,0.177,1,0,7Networks_RH_SomMot_22,SomMot
252,σE_mig1,0,-0.115,0.075,-1.54,0.124,-0.262,0.031,1,0,7Networks_RH_SomMot_22,SomMot
252,σE_gdg1,0,-0.513,0.089,-5.769,0,-0.688,-0.339,1,0,7Networks_RH_SomMot_22,SomMot
252,σE_migd,0,0.022,0.064,0.348,0.728,-0.103,0.148,1,0,7Networks_RH_SomMot_22,SomMot
253,mean_FCG11,0,0.001,0.057,0.011,0.991,-0.112,0.113,1,0,7Networks_RH_SomMot_23,SomMot
253,mean_FCG12,0,0.001,0.057,0.011,0.991,-0.11,0.112,1,0,7Networks_RH_SomMot_23,SomMot
253,mean_T1w/T2wmi,0,0.008,0.06,0.125,0.9,-0.11,0.125,1,0,7Networks_RH_SomMot_23,SomMot
253,GD,0,0.006,0.059,0.1,0.92,-0.11,0.122,1,0,7Networks_RH_SomMot_23,SomMot
253,λ,0,0.703,0.043,16.244,0,0.618,0.788,1,0,7Networks_RH_SomMot_23,SomMot
253,σ1intra^2,0,0.51,0.057,8.935,0,0.398,0.622,1,0,7Networks_RH_SomMot_23,SomMot
253,σ2intra^2,0,0.482,0.056,8.659,0,0.373,0.591,1,0,7Networks_RH_SomMot_23,SomMot
253,σAinter^2,0,0.404,0.137,2.946,0.003,0.135,0.673,1,0,7Networks_RH_SomMot_23,SomMot
253,σAmi^2,0,0.388,0.097,4.024,0,0.199,0.578,1,0,7Networks_RH_SomMot_23,SomMot
253,σAGD^2,0,0.306,0.102,3.006,0.003,0.106,0.505,1,0,7Networks_RH_SomMot_23,SomMot
253,σEinter^2,0,0.596,0.137,4.338,0,0.327,0.865,1,0,7Networks_RH_SomMot_23,SomMot
253,σEmi^2,0,0.604,0.083,7.31,0,0.442,0.766,1,0,7Networks_RH_SomMot_23,SomMot
253,σEGD^2,0,0.686,0.095,7.2,0,0.499,0.873,1,0,7Networks_RH_SomMot_23,SomMot
253,σA_mig1,0,-0.093,0.085,-1.102,0.271,-0.259,0.073,1,0,7Networks_RH_SomMot_23,SomMot
253,σA_gdg1,0,-0.179,0.092,-1.953,0.051,-0.359,0.001,1,0,7Networks_RH_SomMot_23,SomMot
253,σA_migd,0,0.11,0.071,1.55,0.121,-0.029,0.248,1,0,7Networks_RH_SomMot_23,SomMot
253,σE_mig1,0,0.028,0.078,0.362,0.718,-0.125,0.181,1,0,7Networks_RH_SomMot_23,SomMot
253,σE_gdg1,0,-0.284,0.088,-3.229,0.001,-0.457,-0.112,1,0,7Networks_RH_SomMot_23,SomMot
253,σE_migd,0,-0.004,0.063,-0.066,0.948,-0.128,0.119,1,0,7Networks_RH_SomMot_23,SomMot
254,mean_FCG11,0,0.004,0.057,0.066,0.948,-0.109,0.116,1,0,7Networks_RH_SomMot_24,SomMot
254,mean_FCG12,0,0.004,0.057,0.066,0.947,-0.108,0.116,1,0,7Networks_RH_SomMot_24,SomMot
254,mean_T1w/T2wmi,0,0.009,0.061,0.143,0.886,-0.11,0.128,1,0,7Networks_RH_SomMot_24,SomMot
254,GD,0,0.004,0.059,0.067,0.946,-0.112,0.12,1,0,7Networks_RH_SomMot_24,SomMot
254,λ,0,0.615,0.047,12.983,0,0.522,0.708,1,0,7Networks_RH_SomMot_24,SomMot
254,σ1intra^2,0,0.612,0.066,9.311,0,0.483,0.741,1,0,7Networks_RH_SomMot_24,SomMot
254,σ2intra^2,0,0.608,0.066,9.274,0,0.479,0.736,1,0,7Networks_RH_SomMot_24,SomMot
254,σAinter^2,0,0.563,0.158,3.567,0,0.254,0.873,1,0,7Networks_RH_SomMot_24,SomMot
254,σAmi^2,0,0.426,0.096,4.432,0,0.238,0.615,1,0,7Networks_RH_SomMot_24,SomMot
254,σAGD^2,0,0.31,0.102,3.037,0.002,0.11,0.51,1,0,7Networks_RH_SomMot_24,SomMot
254,σEinter^2,0,0.437,0.158,2.763,0.006,0.127,0.746,1,0,7Networks_RH_SomMot_24,SomMot
254,σEmi^2,0,0.565,0.079,7.184,0,0.411,0.719,1,0,7Networks_RH_SomMot_24,SomMot
254,σEGD^2,0,0.683,0.096,7.143,0,0.496,0.87,1,0,7Networks_RH_SomMot_24,SomMot
254,σA_mig1,0,0.013,0.091,0.139,0.889,-0.166,0.192,1,0,7Networks_RH_SomMot_24,SomMot
254,σA_gdg1,0,-0.023,0.095,-0.244,0.807,-0.21,0.164,1,0,7Networks_RH_SomMot_24,SomMot
254,σA_migd,0,-0.149,0.07,-2.121,0.034,-0.286,-0.011,1,0,7Networks_RH_SomMot_24,SomMot
254,σE_mig1,0,-0.028,0.081,-0.341,0.733,-0.186,0.131,1,0,7Networks_RH_SomMot_24,SomMot
254,σE_gdg1,0,-0.205,0.09,-2.269,0.023,-0.383,-0.028,1,0,7Networks_RH_SomMot_24,SomMot
254,σE_migd,0,0.128,0.062,2.069,0.039,0.007,0.25,1,0,7Networks_RH_SomMot_24,SomMot
255,mean_FCG11,0,0.002,0.057,0.041,0.967,-0.11,0.115,1,0,7Networks_RH_SomMot_25,SomMot
255,mean_FCG12,0,0.002,0.056,0.042,0.967,-0.108,0.112,1,0,7Networks_RH_SomMot_25,SomMot
255,mean_T1w/T2wmi,0,0.006,0.059,0.099,0.921,-0.11,0.122,1,0,7Networks_RH_SomMot_25,SomMot
255,GD,0,0.003,0.058,0.049,0.961,-0.111,0.117,1,0,7Networks_RH_SomMot_25,SomMot
255,λ,0,0.654,0.045,14.456,0,0.565,0.742,1,0,7Networks_RH_SomMot_25,SomMot
255,σ1intra^2,0,0.585,0.063,9.273,0,0.461,0.709,1,0,7Networks_RH_SomMot_25,SomMot
255,σ2intra^2,0,0.541,0.061,8.904,0,0.422,0.66,1,0,7Networks_RH_SomMot_25,SomMot
255,σAinter^2,0,0.408,0.157,2.602,0.009,0.101,0.715,1,0,7Networks_RH_SomMot_25,SomMot
255,σAmi^2,0,0.319,0.097,3.278,0.001,0.128,0.509,1,0,7Networks_RH_SomMot_25,SomMot
255,σAGD^2,0,0.271,0.095,2.856,0.004,0.085,0.457,1,0,7Networks_RH_SomMot_25,SomMot
255,σEinter^2,0,0.592,0.157,3.779,0,0.285,0.899,1,0,7Networks_RH_SomMot_25,SomMot
255,σEmi^2,0,0.673,0.091,7.415,0,0.495,0.85,1,0,7Networks_RH_SomMot_25,SomMot
255,σEGD^2,0,0.717,0.094,7.618,0,0.533,0.902,1,0,7Networks_RH_SomMot_25,SomMot
255,σA_mig1,0,-0.068,0.091,-0.753,0.452,-0.246,0.109,1,0,7Networks_RH_SomMot_25,SomMot
255,σA_gdg1,0,-0.106,0.093,-1.133,0.257,-0.288,0.077,1,0,7Networks_RH_SomMot_25,SomMot
255,σA_migd,0,0.055,0.069,0.806,0.42,-0.079,0.19,1,0,7Networks_RH_SomMot_25,SomMot
255,σE_mig1,0,0.047,0.088,0.537,0.591,-0.125,0.219,1,0,7Networks_RH_SomMot_25,SomMot
255,σE_gdg1,0,-0.311,0.093,-3.358,0.001,-0.493,-0.13,1,0,7Networks_RH_SomMot_25,SomMot
255,σE_migd,0,0.019,0.066,0.285,0.776,-0.11,0.148,1,0,7Networks_RH_SomMot_25,SomMot
256,mean_FCG11,0,0.004,0.057,0.074,0.941,-0.108,0.117,1,0,7Networks_RH_SomMot_26,SomMot
256,mean_FCG12,0,0.004,0.058,0.074,0.941,-0.109,0.117,1,0,7Networks_RH_SomMot_26,SomMot
256,mean_T1w/T2wmi,0,0.015,0.06,0.246,0.805,-0.103,0.133,1,0,7Networks_RH_SomMot_26,SomMot
256,GD,0,0.008,0.058,0.14,0.889,-0.106,0.122,1,0,7Networks_RH_SomMot_26,SomMot
256,λ,0,0.622,0.047,13.205,0,0.529,0.714,1,0,7Networks_RH_SomMot_26,SomMot
256,σ1intra^2,0,0.596,0.064,9.255,0,0.47,0.723,1,0,7Networks_RH_SomMot_26,SomMot
256,σ2intra^2,0,0.605,0.065,9.32,0,0.477,0.732,1,0,7Networks_RH_SomMot_26,SomMot
256,σAinter^2,0,0.597,0.15,3.989,0,0.304,0.891,1,0,7Networks_RH_SomMot_26,SomMot
256,σAmi^2,0,0.394,0.099,3.984,0,0.2,0.587,1,0,7Networks_RH_SomMot_26,SomMot
256,σAGD^2,0,0.244,0.096,2.529,0.011,0.055,0.432,1,0,7Networks_RH_SomMot_26,SomMot
256,σEinter^2,0,0.403,0.15,2.69,0.007,0.109,0.696,1,0,7Networks_RH_SomMot_26,SomMot
256,σEmi^2,0,0.602,0.084,7.203,0,0.438,0.766,1,0,7Networks_RH_SomMot_26,SomMot
256,σEGD^2,0,0.747,0.098,7.626,0,0.555,0.938,1,0,7Networks_RH_SomMot_26,SomMot
256,σA_mig1,0,-0.02,0.091,-0.224,0.823,-0.199,0.158,1,0,7Networks_RH_SomMot_26,SomMot
256,σA_gdg1,0,-0.045,0.091,-0.487,0.626,-0.224,0.135,1,0,7Networks_RH_SomMot_26,SomMot
256,σA_migd,0,0.109,0.069,1.572,0.116,-0.027,0.244,1,0,7Networks_RH_SomMot_26,SomMot
256,σE_mig1,0,-0.032,0.081,-0.4,0.689,-0.191,0.126,1,0,7Networks_RH_SomMot_26,SomMot
256,σE_gdg1,0,-0.184,0.089,-2.068,0.039,-0.359,-0.01,1,0,7Networks_RH_SomMot_26,SomMot
256,σE_migd,0,-0.039,0.064,-0.613,0.54,-0.164,0.086,1,0,7Networks_RH_SomMot_26,SomMot
257,mean_FCG11,0,0.007,0.059,0.121,0.904,-0.109,0.123,1,0,7Networks_RH_SomMot_27,SomMot
257,mean_FCG12,0,0.007,0.059,0.12,0.904,-0.109,0.124,1,0,7Networks_RH_SomMot_27,SomMot
257,mean_T1w/T2wmi,0,0.012,0.061,0.202,0.84,-0.107,0.132,1,0,7Networks_RH_SomMot_27,SomMot
257,GD,0,0.002,0.061,0.034,0.973,-0.117,0.121,1,0,7Networks_RH_SomMot_27,SomMot
257,λ,0,0.742,0.043,17.081,0,0.657,0.828,1,0,7Networks_RH_SomMot_27,SomMot
257,σ1intra^2,0,0.437,0.047,9.292,0,0.345,0.529,1,0,7Networks_RH_SomMot_27,SomMot
257,σ2intra^2,0,0.451,0.048,9.434,0,0.357,0.544,1,0,7Networks_RH_SomMot_27,SomMot
257,σAinter^2,0,0.589,0.12,4.921,0,0.354,0.824,1,0,7Networks_RH_SomMot_27,SomMot
257,σAmi^2,0,0.428,0.106,4.056,0,0.221,0.635,1,0,7Networks_RH_SomMot_27,SomMot
257,σAGD^2,0,0.43,0.099,4.358,0,0.237,0.624,1,0,7Networks_RH_SomMot_27,SomMot
257,σEinter^2,0,0.411,0.12,3.434,0.001,0.176,0.646,1,0,7Networks_RH_SomMot_27,SomMot
257,σEmi^2,0,0.571,0.085,6.729,0,0.405,0.737,1,0,7Networks_RH_SomMot_27,SomMot
257,σEGD^2,0,0.56,0.08,7.026,0,0.404,0.716,1,0,7Networks_RH_SomMot_27,SomMot
257,σA_mig1,0,-0.044,0.088,-0.497,0.619,-0.216,0.128,1,0,7Networks_RH_SomMot_27,SomMot
257,σA_gdg1,0,-0.324,0.092,-3.503,0,-0.505,-0.143,1,0,7Networks_RH_SomMot_27,SomMot
257,σA_migd,0,0.034,0.072,0.473,0.636,-0.108,0.176,1,0,7Networks_RH_SomMot_27,SomMot
257,σE_mig1,0,-0.014,0.071,-0.19,0.849,-0.153,0.126,1,0,7Networks_RH_SomMot_27,SomMot
257,σE_gdg1,0,-0.395,0.08,-4.952,0,-0.552,-0.239,1,0,7Networks_RH_SomMot_27,SomMot
257,σE_migd,0,0.002,0.058,0.026,0.979,-0.113,0.116,1,0,7Networks_RH_SomMot_27,SomMot
